Timestamp,Voltage
2026-01-12T20:22:58.344142,1.30000E+01
2026-01-12T20:22:58.845376,1.30000E+01
2026-01-12T20:22:59.347701,1.30000E+01
2026-01-12T20:22:59.849642,1.30000E+01
2026-01-12T20:23:00.351133,1.30000E+01
2026-01-12T20:23:00.852684,1.30000E+01
2026-01-12T20:23:01.354440,1.30000E+01
2026-01-12T20:23:01.856380,1.30000E+01
2026-01-12T20:23:02.358899,1.30000E+01
2026-01-12T20:23:02.860870,1.30000E+01
2026-01-12T20:23:03.365183,1.30000E+01
2026-01-12T20:23:03.869628,1.30000E+01
2026-01-12T20:23:04.374167,1.30000E+01
2026-01-12T20:23:04.879496,1.30000E+01
